trial_id,user_message,label,model_choice
3277,"describer: this one is kind of chunky and looks like someone kneeling
describer: the head is attached to another square similar to the head
matcher: with it's arms outstretched and facing to the right?
describer: the feet kind of look like they point up
describer: yes
",K,F
3278,"describer: this is another kneeling but the arms are pointed to the left and it has another triangle awkwardly attached on the right side of the head
matcher: looks kind of like a mouse?
describer: yes good call
",B,E
3279,"describer: this is a kneeling that is one block with no arms
describer: feet/knees pointing to the right
describer: kind of
",H,F
3280,"describer: this one has it's arms wide open
matcher: like it's falling to the left?
describer: yes
",C,C
3281,"describer: this one has its knees bent and arms out to the right
",L,A
3282,"describer: this one is kind of like the rabbit but it is looking to the left and seems like it is reclining
matcher: does it have a triangle tail?
describer: yes
",G,G
3283,"describer: this looks like someone standing and is kind of blocky
describer: looks like arms are out to the left
",D,A
3284,"describer: this one has the head perfectly centered on a a square is body
describer: could be an upside down bird
",J,J
3285,"describer: person laying/sitting with foot and leg out to the left
",F,F
3286,"describer: arms spread out leaning left
",C,C
3287,"describer: standing with arms to left very blocky
",D,A
3288,"describer: bending knees arms to the right
",L,F
3289,"describer: rabbit sitting down facing to the right
",E,F
3290,"describer: person kneeling with up pointed feet and head connected to square
",K,F
3291,"describer: blocky kneeling knees to right
",H,F
3292,"describer: upside down bird
",J,E
3293,"describer: person sitting with legs to the left
",F,A
3294,"describer: the mouse looking one
",B,G
3295,"describer: ugly bunny with triangle tail
",G,I
3296,"describer: standing with one foot and leg lifted up pointing to the left
matcher: kicker. got it.
",A,A
3297,"describer: kicker good word
matcher: thanks. ;d
describer: the one standing with the tail to the right
describer: let's call it the flyer
matcher: sounds good. nice name.
",I,C
3298,"describer: the mouse
",B,D
3299,"describer: sitting bunny looking to the right
",E,F
3300,"describer: bent knees with arms to the right
",L,A
3301,"describer: upside down bird
",J,E
3302,"describer: arms spread wide
",C,C
3303,"describer: the flyer
",I,C
3304,"describer: ugly laying down bunny with triangle tail
describer: call it drunken bunny?
matcher: .
matcher: ugly bunny is fine.
",G,F
3305,"describer: blocky kneeling knees to right
",H,F
3306,"describer: the kicker
",A,D
3307,"describer: blocky stander with arms to the left
describer: stander
",D,A
3308,"describer: person sitting legs to the left
",F,A
3309,"describer: kneeling with feet pointed up and arms right
describer: double square
",K,F
3310,"describer: upside down bird
",J,E
3311,"describer: person sitting legs to the left
",F,A
3312,"describer: ugly bunny
",G,I
3313,"describer: the mouse
",B,D
3314,"describer: arms spread wide
",C,C
3315,"describer: the kicker
",A,D
3316,"describer: knees bent arms to the right
",L,A
3317,"describer: sitting bunny
",E,F
3318,"describer: blocky kneeling no arms knees point right
",H,F
3319,"describer: kneeling feet pointed up arms right double square
matcher: feet up kneeling. got it.
",K,F
3320,"describer: stander with arms to the left
",D,A
3321,"describer: the flyer
",I,C
3322,"describer: arms spread wide
",C,C
3323,"describer: kneeling feet pointed up
",K,F
3324,"describer: sitting bunny
",E,F
3325,"describer: person sitting feet to the left
",F,F
3326,"describer: the kicker
",A,D
3327,"describer: bent knees arms to the right
",L,A
3328,"describer: the flyer
",I,C
3329,"describer: blocky kneeling knees pointing to the right
",H,F
3330,"describer: upside down bird
",J,E
3331,"describer: stander with arms pointing to the left
",D,A
3332,"describer: the mouse
",B,D
3333,"describer: ugly bunny
",G,I
3334,"describer: bent knees arms to the right
",L,A
3335,"describer: person sitting feet to the left
",F,F
3336,"describer: the kicker
",A,D
3337,"describer: ugly bunny
",G,I
3338,"describer: arms spread wide
",C,C
3339,"describer: the flyer
",I,C
3340,"describer: stander with arms out to the left
",D,A
3341,"describer: the mouse
",B,D
3342,"matcher: final stretch, man.
matcher: good cooperating with ya!
describer: kneeling with toes pointed up. so close...good job to you too
",K,F
3343,"describer: blocky kneeling knees pointed right
describer: no arms
",H,F
3344,"describer: upside down bird
",J,E
3345,"describer: sitting bunny
",E,F
6033,"matcher: hi
describer: hello
matcher: let's make some money eh?
describer: ok
describer: the image kind of look like they are praying
matcher: that could be 3 of them, which way they face?
describer: they face to the right.
matcher: tail in the back or no tail?
describer: no tail
",L,D
6034,"describer: ththe tail is really far out on this image
",G,C
6035,"matcher: nice work, that was much quicker
describer: yes :)
describer: this time it's the one with the tail
",K,C
6036,"describer: this figure looks like it's wearing a cape
matcher: does it look like it's facing out to me
describer: it's looks like a black ghost
describer: yes
",H,C
6037,"describer: this is one is facing you and is pointing to the left
matcher: looks like it's holding a top hat to the left
describer: yes that one
",D,D
6038,"describer: this one is facing you and it looks like it's standing on one leg
matcher: side kick?
describer: and it has its arms out
describer: yes
",I,C
6039,"matcher: yeah, just call that one sidekick
describer: this is one looks like it is sitting down, and their head is looking down.
matcher: rabbit ears?
describer: yes
",E,F
6040,"matcher: there's your name for that too
describer: there's a guy who is sitting down with his legs angle up in front of him
describer: he has a block head
",F,F
6041,"describer: the figure is sitting down with their head up and triangle arms pointing out. they have a triangle hat.
describer: they're kind of looking up with a square head
describer: and their feet in front of them.
matcher: looks like a girl in a pony tail in a kimono facing left
describer: yes
",B,F
6042,"describer: this one is facing you. they are pointing right. but there bottom is flat on the ground.
",J,D
6043,"matcher: not sure what happened there...i clicked on one, and another lit up
describer: we'll get this one :)
describer: this one is doing a weird dance.
",A,C
6044,"describer: this one looks like it's flying. it looks like it's coming off the page a bit. it's drawn at an angle
",C,C
6045,"describer: this one is pointing to the left and it's bottom is flat on the ground
",D,A
6046,"matcher: same thing just happened
matcher: like my selection box has a mind of its own
describer: it's okay. it's the one with the cape again.
describer: it's facing you
matcher: it's jagged on the right, correct, flat under the head
describer: it has no arms and looks like it's floating.
",H,C
6047,"describer: it's the last one you chose
matcher: oops
describer: flat on the side and jagged on the right
",J,H
6048,"describer: this one has a tail pointing up and arms pointing right. it looks like it's facing you.
",K,C
6049,"describer: this is is praying with it's arms out and is sitting down with it's head titled up. has a triangle headwrap
",B,E
6050,"describer: this guy is sitting down with his legs out and is looking up and facing the left.
",F,F
6051,"describer: this one is flying and is drawn at an angle.
",C,C
6052,"describer: this one is facing you and it' bending with it's arms facing the right.
",L,G
6053,"describer: this one is doing a sidekick
",I,C
6054,"describer: this one has a head that is about to fall off and looks like he is standing on one leg. his hands are pointing down
",A,A
6055,"describer: this one has the bunny ears
",E,I
6056,"describer: this one has the tail way out in front of them. the arm is pointing down
",G,C
6057,"describer: head is about to fall off and is standing on one leg with their hand pointing down
",A,C
6058,"describer: this one is facing you. it has no hands
",H,J
6059,"describer: this one is pointing to the right. it does not have a tail.
",L,D
6060,"describer: this one is flat on one side and rigid on the other.
",J,H
6061,"describer: this one is praying with their arms to the left and a triangle headpiece
",B,E
6062,"describer: this one has the bunny ears
",E,I
6063,"describer: this one is pointing to the right and has a tail
",K,D
6064,"describer: this one is on the ground facing the left and is looking up
",F,F
6065,"describer: this one is drawn at an angle
",C,B
6066,"describer: this one looks like it's holding a top hat
",D,J
6067,"describer: one of the leg is all the way out and is bigger than the other
",G,C
6068,"describer: the one doing the sidekick
",I,C
6069,"matcher: good rhythm now
describer: rabbit ears
",E,E
6070,"describer: the one facing you
",H,J
6071,"describer: triangle headwrap
",B,G
6072,"describer: sitting down with legs out, looking up, facing the left
",F,F
6362,"describer: hi
matcher: hi
describer: the shape looks like someone is holding a tray, the tray is to their right.
",D,D
6363,"describer: this shape has a straight angle looks like a square or rectangle on one side
describer: only one like it
",J,D
6364,"describer: this shape is standing straight, both shoulders are at a downward slope, no arms outstretched
",H,D
6365,"describer: this shape is holding a tray, tray is on my right. there are two similar figures this one does not look like a zig zag at the bottom.
",K,F
6366,"matcher: got to be faster. i have 22 min left on this hit
describer: this figure is leaning towards my left. one foot is planted the other is up so the legs form an upside down 'left' shape.
",I,A
6367,"describer: looks like someone has arms outstretched
",C,C
6368,"matcher: that is angel
describer: holding tray on my right
describer: i'm doing the best i can
describer: zig zag shape
",L,G
6369,"describer: figure kneeling arms out sleeves look like triangles
",B,E
6370,"matcher: well done
describer: kicking leg up head looks like beak
",A,C
6371,"describer: upper body at angle, leg on my left is resting on floor
matcher: last was back kick
describer: ok
matcher: more info needed
describer: leg on my left looks like shin is on floor
",G,F
6372,"describer: resting against something on my right
describer: sitting
",F,F
6373,"describer: sitting resting on my left
",E,F
6374,"describer: kneeling with arms out
describer: repeat
",B,F
6375,"matcher: sorry
matcher: sorry
describer: my left is straight angle like square, another one we did before
describer: before
describer: shoulder is 90 degree
",J,A
6376,"describer: straight figure shoulders downwards angle
",H,D
6377,"describer: leaning sitting on my right
",F,F
6378,"describer: back kick
",I,C
6379,"describer: holding tray on my left
",D,F
6380,"describer: beak head
",A,G
6381,"describer: angel
matcher: my bad
",C,C
6382,"describer: tray on my right zig zag
",L,H
6383,"describer: tray on my right not zig zag
describer: zag
",K,H
6384,"describer: sitting leaning my left
",E,F
6385,"describer: leg laying on floor
describer: shin down
",G,F
6386,"describer: angel
",C,C
6387,"describer: beak head
",A,G
6388,"describer: zig zag
",L,L
6389,"describer: not zig zag
describer: zag
",K,H
6390,"describer: leaning on my right
",F,D
6391,"describer: leaning on left
",E,F
6392,"describer: back kick
",I,C
6393,"describer: tray on my left
",D,F
6394,"describer: shoulders down
",H,F
6395,"describer: left side straight angle
",J,A
6396,"describer: shin down
",G,D
6397,"describer: kneeling arms out
",B,F
6398,"describer: left straight angle
",J,A
6399,"describer: angel
",C,C
6400,"describer: left tray
",D,A
6401,"describer: shin down
",G,D
6402,"describer: zig zag
",L,L
6403,"describer: beak head
",A,G
6404,"describer: back kick
",I,C
6405,"describer: leaning right
",F,D
6406,"describer: leaning left
",E,A
6407,"describer: not zig zag
",K,H
6408,"matcher: fuck
describer: arms out kneeling
",B,A
6409,"describer: shoulders down
",H,F
6410,"describer: leaning left
",E,A
6411,"describer: back kick
",I,C
6412,"describer: not zig zag
",K,H
6413,"describer: shoulders down
",H,F
6414,"describer: left tray
",D,A
6415,"describer: beak
",A,G
6416,"describer: shin down
",G,D
6417,"describer: leaning right
",F,D
6418,"describer: zig zag
",L,L
6419,"describer: kneeling
describer: arms out
",B,F
6420,"describer: left straight angle
",J,A
6421,"describer: angel
",C,C
6422,"describer: kneeling
",B,F
6423,"describer: left straight
matcher: i suck
",J,A
6424,"describer: no worries
describer: beak
",A,G
6425,"describer: angel
",C,C
6426,"describer: zig zag
",L,L
6427,"describer: tray left
",D,E
6428,"describer: leaning left
",E,A
6429,"describer: shin down
",G,D
6430,"describer: shoulders down
",H,F
6431,"describer: back kick
",I,C
6432,"describer: leaning right
",F,D
6433,"describer: not zig zag
",K,H
721,"describer: it looks like a person holding up two arms
",C,C
722,"describer: this one looks squared off with a square at the top
",J,J
723,"describer: it is wider at the bottom and looks like a square tipping of a cliff and a triangle hanging off
",B,E
724,"describer: it looks like a person kneeling on one knee to propose
",G,F
725,"describer: it looks like someone kneeling
",H,F
726,"matcher: hey, why don't we name them
describer: ok
describer: this one looks like it's begging for money
describer: how would we go about naming them
describer: *how
matcher: i think maybe describe each one's position fully once and name it like 'beggar' or 'bunny ears'
matcher: then each round we could go pretty quick
describer: we can try that
matcher: okay! i see: one that looks like one foot standing on the ground and one foot kicking back, that could be 'kick back'
matcher: one looks like sitting leaning against a wall looking down, that could be 'sad man'
matcher: one with two arms up could be 'arms up'
matcher: one sitting against a wall with triangles on the head can be 'bunny ears'
matcher: one kind of looks like a bundled baby to me? like a blob with the head on top, i think you said it was kneeling
describer: oh yeah i see that now too.
matcher: one standing with one foot on the ground and one kicking out in front could be 'front kick'
describer: ok
matcher: one kneeling that looks like it is looking at its hands with a triangle at its back like a hood? facing right - that could be 'praying monk'
describer: ok i think i know which one you mean
matcher: cool
matcher: one standing facing left with hands out could be the beggar
matcher: one is sort of crouching, not kneeling all the way, facing right with hands out, can be 'crouching'
describer: he is the one we need this round
matcher: okay i'll click him now
",L,G
727,"matcher: nice
describer: bunny ears is next
",E,E
728,"describer: now kick back
",I,D
729,"describer: sad man
",F,F
730,"describer: this is one that looks like he is begging but we didn't name him yet facing to the right
matcher: kneeling?
describer: yeah
",K,H
731,"matcher: that last one can be kneeling beggar
describer: ok
describer: beggar
",D,F
732,"describer: front kick
",A,C
733,"describer: beggar again
",D,F
734,"describer: praying monk
",B,I
735,"describer: baby
",H,I
736,"describer: we didn't name this one but it's squared of on the left and has a diamond on top
",J,A
737,"matcher: that can be diamond top
describer: k
describer: sad man
",F,K
738,"describer: crouching
",L,F
739,"describer: bunny ears
",E,I
740,"describer: kneeling beggar
",K,F
741,"describer: front kick
",A,C
742,"describer: arms up
",C,C
743,"describer: this is the last one we didn't name
describer: kinda looks like he is on one knee
matcher: with arms out front and head back?
describer: yeah
",G,C
744,"matcher: that one can be arms out
describer: k
describer: kick back
",I,C
745,"describer: diamond top
",J,J
746,"describer: kick back
",I,F
747,"describer: praying monk
",B,I
748,"describer: kneeling beggar
",K,F
749,"describer: kick front
",A,C
750,"describer: arms out
",G,C
751,"describer: bunny ears
",E,I
752,"describer: crouching
",L,F
753,"describer: beggar
",D,F
754,"describer: arms up
",C,C
755,"describer: sad man
",F,F
756,"describer: baby
",H,I
757,"describer: kick back
",I,F
758,"describer: crouching
",L,F
759,"describer: beggar
",D,F
760,"describer: bunny ears
",E,I
761,"describer: arms up
",C,C
762,"describer: front kick
",A,C
763,"describer: praying monk
",B,I
764,"describer: diamond top
",J,J
765,"describer: kneeling beggar
",K,F
766,"describer: arms out
",G,C
767,"describer: sad man
",F,F
768,"describer: baby
",H,I
769,"describer: crouching
",L,F
770,"describer: diamond top
",J,J
771,"describer: kick back
",I,F
772,"describer: baby
",H,I
773,"describer: front kick
",A,C
774,"describer: beggar
",D,F
775,"describer: arms up
",C,C
776,"describer: arms out
",G,C
777,"describer: bunny ears
",E,I
778,"describer: sad man
",F,F
779,"describer: kneeling beggar
",K,F
780,"describer: praying monk
",B,I
781,"describer: diamond top
",J,J
782,"describer: bunny ears
",E,I
783,"describer: beggar
",D,F
784,"describer: baby
",H,I
785,"describer: kneeling
describer: beggar
describer: sorry
",K,F
786,"matcher: :)
describer: arms out
",G,C
787,"describer: arms up
",C,C
788,"describer: praying monk
",B,I
789,"describer: sad man
",F,F
790,"describer: front kick
",A,C
791,"describer: crouching
",L,F
792,"matcher: last one! :)
describer: kick back :-)
",I,L
3057,"matcher: hello
describer: squatting and facing right
",L,F
3058,"describer: a bunny rabbit with triangle ears
",E,I
3059,"describer: a priest facing left holding a tablet
",D,F
3060,"describer: sitting facing left with knees up
",F,F
3061,"describer: standing on one foot, facing left, raised leg extended
",I,A
3062,"describer: sitting on knees (japanese style), facing right -but not squatting - you don't see the lower legs or any arms
",H,F
3063,"describer: sort of like an angel kneeling, facing right, with a triangle in her teeth
",B,C
3064,"describer: a ghost flying to the left with arms outstretched
",C,C
3065,"describer: kneeling, facing right, back very straight, holding a book or tablet
describer: book, not book
describer: you can ask questions, too
",K,F
3066,"describer: head on a pedestal - straight left side, sculpted right side
matcher: there's so many rounds, i'm just going to go for what looks closest.
describer: ok
",J,H
3067,"describer: shovelling show, facing left
",G,E
3068,"describer: a bear walking to the left, but looking behind him (one leg raised toward the left)
",A,A
3069,"describer: the same as last time - bear
matcher: so i know bear and ghost (flying)) if that helps
",A,C
3070,"describer: yoga - standing on one foot, facing left, raised leg extended
",I,C
3071,"matcher: okay so that's yoga
describer: sitting, facing left, knees bent
",F,F
3072,"describer: 'kneeling presenter' - kneeling, facing right, way down on knees, head up, holding a tablet or something
describer: tablet, not table
",K,F
3073,"describer: angel -  sort of like an angel kneeling, facing right, with a triangle in her teeth
",B,C
3074,"describer: bunny - with triangle ears
",E,I
3075,"describer: ghost
",C,D
3076,"describer: japanese - sitting, facing sort of forward/right, no arms, no lower legs
",H,F
3077,"describer: i called this shovelling snow last time - faces right, arm like they're pushing a shovel - sort of behind them, with a bunch of stuff lower right
describer: i mean lower left...
",G,B
3078,"describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
",D,F
3079,"describer: squatting - squatting, facing right, presenting a tablet
",L,F
3080,"describer: head on a pedestal - straight left side, angled right side - no arms
",J,H
3081,"matcher: call that vampire, i'll get it
describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
describer: no - squatting!!!!
describer: squatting - squatting, facing right, presenting a tablet
",L,F
3082,"describer: bunny - sorry about that last one
matcher: its okay
",E,E
3083,"describer: 'kneeling presenter' - kneeling, facing right, way down on knees, head up, holding a tablet or something
",K,F
3084,"describer: head on a pedestal - straight left side, angled right side - no arms
",J,H
3085,"matcher: just call that vampire
describer: yoga - standing on one foot, facing left, raised leg extended
",I,A
3086,"describer: angel -  sort of like an angel kneeling, facing right, with a triangle in her teeth
",B,C
3087,"describer: ghost
",C,D
3088,"describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
",D,F
3089,"describer: japanese - sitting, facing sort of forward/right, no arms, no lower legs
",H,F
3090,"describer: bear
",A,I
3091,"describer: sitting, legs bent, facing left
",F,F
3092,"describer: shovelling snow
",G,E
3093,"describer: yoga
",I,G
3094,"describer: shovelling snow
",G,E
3095,"describer: bunny
",E,E
3096,"describer: sitting, legs bent, facing left
",F,F
3097,"describer: bear
",A,I
3098,"describer: japanese - sitting, facing sort of forward/right, no arms, no lower legs
",H,F
3099,"describer: 'kneeling presenter' - kneeling, facing right, way down on knees, head up, holding a tablet or something
",K,F
3100,"describer: head on a pedestal - straight left side, angled right side - no arms
",J,H
3101,"describer: angel
",B,C
3102,"describer: squatting - squatting, facing right, presenting a tablet
",L,F
3103,"describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
",D,F
3104,"describer: ghost
",C,D
3105,"describer: yoga
",I,G
3106,"describer: bear
",A,I
3107,"describer: japanese - sitting, facing sort of forward/right, no arms, no lower legs
",H,F
3108,"describer: head on a pedestal - straight left side, angled right side - no arms
",J,H
3109,"describer: angel
",B,C
3110,"describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
",D,F
3111,"describer: sitting, legs bent, facing left
",F,F
3112,"describer: squatting - squatting, facing right, presenting a tablet
",L,F
3113,"describer: shovelling snow
",G,E
3114,"describer: ghost
",C,D
3115,"describer: 'kneeling presenter' - kneeling, facing right, way down on knees, head up, holding a tablet or something
",K,F
3116,"describer: bunny
",E,E
3117,"describer: ghost
",C,D
3118,"describer: bear
",A,I
3119,"describer: sitting, legs bent, facing left
",F,F
3120,"describer: 'kneeling presenter' - kneeling, facing right, way down on knees, head up, holding a tablet or something
",K,F
3121,"describer: angel
",B,C
3122,"describer: squatting - squatting, facing right, presenting a tablet
",L,F
3123,"describer: head on a pedestal
",J,J
3124,"describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
",D,F
3125,"describer: yoga
",I,G
3126,"describer: bunny
",E,E
3127,"describer: japanese
",H,H
3128,"describer: shovelling snow - thanks! you're the best!
matcher: good work :)
",G,E
4346,"describer: cayman facing right with diamond on his head.
",K,G
4347,"describer: facing left with leg raised in front of himself.
",A,A
6938,"matcher: hello
",E,D
6939,"matcher: any clues?
",L,D
6940,"matcher: hello?
",J,D
6941,"matcher: some help would be great!
",G,D
6942,"matcher: what does it look like?
",D,D
6943,"matcher: any information you'd like to share?
",C,D
6944,"matcher: what does the shape look like?
",B,D
6945,"matcher: is is the person that appears to be kneeling in prayer?
",A,E
6946,"matcher: let's try to do well
",K,A
6947,"matcher: hello?
",F,D
6948,"matcher: hello?
",H,D
6949,"matcher: hello?
",I,D
6950,"matcher: hello?
",L,D
6951,"matcher: right you there?
",B,D
6952,"matcher: i really want to do well
",C,A
6953,"matcher: please participate
",H,A
6954,"matcher: please participate
",A,D
6955,"matcher: please participate
",J,D
7371,"matcher: hi
matcher: ready when you are
matcher: been waiting for 20 minutes now...
matcher: now waiting 25 minutes, no one else here
matcher: will wait 5 more minutes then submit with my id, thank you
matcher: ok over 30 minutes now
matcher: i tried to submit with my mturk id but that wont work
",L,I
5157,"describer: pick the one that looks like a person on one leg
",I,D
5158,"describer: pick the one that has a diamond on top and a square-type shape on the left
",D,F
5159,"describer: the one that is sitting down, diamond head
",F,F
5160,"describer: the one that has a square in the top right, looks like its balancing on one foot
",A,D
5161,"describer: the one that has a diamond at top, and big blob, and points in the bottom right
",H,G
5162,"describer: a diamond on top, a straight line on the left
",J,J
5163,"describer: square on top left, 2 points on the right
",G,C
5164,"describer: the one that looks like it has bunny ears
",E,E
5165,"describer: a person who has both arms in the air
",C,C
5166,"describer: a person squatting with his hand out
describer: on the right
",L,F
5167,"describer: 2 diamonds, 3 triangles,
describer: 2 triangles point right
",K,G
5168,"describer: a square on top, a triangle to the bottom right of it, a blob on the bottom
",B,G
5169,"describer: a standing person with a diamond head and his arm out
describer: hand outward to our left
",D,C
5170,"describer: one square, one triangle facing upper left, one triangle facing down
",G,E
5171,"describer: a diamond on top, straight line on left
",J,J
5172,"describer: this one looks like a figure skater with both arms pointing to our left
describer: standing on one leg
",I,C
5173,"describer: this looks like a person squatting down, so 2 points on the right, looks like a bent knee
",L,F
5174,"describer: person with both arms out in the air
",C,C
5175,"describer: looks like a dinosaur with a flag
describer: on one foot
describer: square upper right
",A,C
5176,"describer: bunny ears
",E,I
5177,"describer: diamond on top, blob, looks like a persons body if theyre sitting down
describer: 2 vertical lines
describer: goes to the right at the bottom
",H,F
5178,"describer: looks like a diamond on top, diamond beneath it, 2 points on the right
describer: looks like 2 diamonds and 3 triangles overlapping
",K,G
5179,"describer: square on top, triangle touching it to the bottom right of it
describer: blob
",B,C
5180,"describer: looks like a person sitting on the floor looking down
describer: bent knee
",F,F
5181,"matcher: my bad on that one
describer: triangle, blob that looks like a person
describer: like a portrait
describer: goes to the right at the bottom
",H,G
5182,"describer: this looks like a person sitting down on a chair
describer: triangle points right
describer: knees bent to the right
",L,F
5183,"describer: bunny ears
",E,I
5184,"describer: diamond on top, straight line on left
",J,D
5185,"describer: person sat on the floor, looking down, knees bent, knee faces up
",F,F
5186,"describer: the square on the top tilts right, triangle touches it to the right
describer: blob on bottom
",B,C
5187,"describer: square tilts left, one triangle points to it, one triangle points to the bottom
describer: flat bottom
",G,E
5188,"describer: person with hands in the air
",C,C
5189,"describer: diamond head, person standing, their arm out to the left
describer: square under arm
",D,C
5190,"describer: figure skater, both arms to the left
describer: one leg
",I,E
5191,"describer: 2 diamonds on top of each other, 3 triangles overlap
",K,G
5192,"describer: dinosaur with a flag. square upper right.  one leg
",A,C
5193,"describer: looks like a person standing, diamond head, left arm
",D,D
5194,"matcher: that one makes me think of a magician holding a top hat
describer: square tilts right, triangle on right touches it, blob on bottom
describer: oh yeah it does
",B,C
5195,"describer: person squatting down onto chair, arm out on right
describer: knee bent towards right
matcher: triangle out of back or no?
describer: no
",L,F
5196,"describer: dinosaur with flag on one leg
",A,C
5197,"describer: square upper left tilts left
describer: bottom right triangle faces down
describer: flat on bottom left
",G,E
5198,"describer: the figure skater, one leg, 2 arms on left
",I,D
5199,"describer: bunny ears
",E,I
5200,"describer: diamond on top, straight line on left
",J,D
5201,"describer: this is the one that i think looks like a person posing for portrait.  diamond on top, goes to the right at the bottom
",H,D
5202,"describer: 2 diamonds stacked, 3 triangles, overlapping
",K,G
5203,"describer: person with both arms in air
",C,C
5204,"describer: person sitting on the ground looking down
describer: knee bent towards ceiling
",F,F
5205,"describer: the magician with/ top hat
",D,J
5206,"describer: bunny ears
",E,I
5207,"describer: square tilts left, 2 triangles, flat on bottom left
",G,E
5208,"describer: diamond on top, straight line on left
",J,D
5209,"describer: portrait person, diamond on top, goes to the right at the bottom
",H,D
5210,"describer: person with both arms waving in air
",C,C
5211,"describer: square tilts right, 2 triangles point towards it
describer: triangle in bottom left corner
",B,E
5212,"describer: person sat on ground looking down knee bent towards ceiling
",F,F
5213,"describer: person squatting down, arm and knee point right
matcher: diamond on back?
describer: no
",L,F
5214,"describer: dinosaur with flag, one leg, square top right
",A,B
5215,"describer: 2 diamonds stacked, 3 triangles overlap
",K,E
5216,"describer: figure skater, 2 arms left, standing on one leg
",I,C
5217,"describer: portrait person, diamond on top, goes to right at bottom
",H,D
5218,"describer: diamond on top, straight line on left
",J,D
5219,"describer: 2 diamonds stacked, 3 triangles overlap
",K,E
5220,"describer: person squatting down, arm and knee to the right, straight back
",L,F
5221,"describer: person sat on ground, head down, knee bent towards ceiling
",F,F
5222,"describer: person with both arms in the air
",C,C
5223,"describer: dinosaur with flag, one leg, square upper right
",A,C
5224,"describer: square tilts left, 2 triangles on right, flat on bottom left
",G,E
5225,"describer: square tilts right, 2 triangles point towards it, triangle on the bottom left
",B,E
5226,"describer: figure skater, 2 arms left, on one leg
",I,C
5227,"describer: bunny ears
",E,I
5228,"describer: the magician
",D,C
73,"matcher: hi
describer: looks sad with his head down kicking rocks
describer: hello :)
",A,A
74,"describer: standing straight and sideways facing east
describer: east
",J,D
75,"describer: woman kneeling and praying
",K,E
76,"describer: dancing a high energy dance kneeling with her arms in the air
",G,E
77,"describer: man who has an arrow like bottom facing east
describer: has not as
",L,F
78,"describer: the last one you just picked
",I,L
79,"describer: a person standing straight is with a triangle facing east maybe kneeling
matcher: is the head shaped like a diamond in the middle of a horizontal line?
describer: yes the head is a diamond sitting on a triangle look ghostly
describer: ghostly
",H,D
80,"describer: woman praying in front of a mountain
",B,E
81,"describer: looks like a man falling backwards diamond head arms sprawled out
",C,C
82,"describer: a woman with big bow like thing on her head sitting
",E,E
83,"describer: person standing straight facing west
describer: with arms out
",D,A
84,"describer: man sitting facing west
",F,F
85,"describer: woman praying by the mountain
",B,I
86,"describer: woman with the bow
",E,I
87,"describer: lady with diamond head arms facing east kneeling sort of
describer: one i said was dancing last time
",G,C
88,"describer: falling guy again diamond head
",C,C
89,"describer: the diamond head person who looks like they are squatting one i called arrow bottom
",L,F
90,"describer: dude that looks like doing yoga with legs in an upside left position
describer: diamond head arms facing west
",I,E
91,"describer: sad guy
",A,A
92,"describer: kneeling lady one you picked the last time as the squatting
describer: arms facing east
",K,F
93,"describer: guy that is sitting facing west
",F,F
94,"describer: man whose standing straight arms facing west
",D,D
95,"describer: the diamond head blob one, the diamond is sitting on top of a triangle, which is on top of square, then a tail is shape
",H,G
96,"matcher: that looked like a crooked tie
describer: there ya go good name for that sorry couldnt explain it
describer: man facing east standing straight
",J,D
97,"describer: one i said was squatting diamond head arms facing east
",L,F
98,"describer: sad guy
",A,A
99,"describer: falling guy
",C,C
100,"describer: woman with bow
",E,I
101,"describer: man straight arms are west
",D,A
102,"describer: lady with diamond head, arms west, in a crouch like position called her dancing before
",G,E
103,"describer: woman kneeling arms east
describer: diamond head
",K,F
104,"describer: crooked tie
",H,G
105,"describer: straight man facing east
",J,D
106,"describer: sitting guy
",F,F
107,"describer: guy doing yoga
",I,G
108,"describer: praying mountain
",B,I
109,"describer: sad guy
",A,A
110,"describer: man who is arms facing east diamond head kneeling/squatting straight back
",L,F
111,"matcher: my bad
describer: sorry bow lady
",E,J
112,"describer: sitting guy
",F,F
113,"describer: crooked tie
",H,G
114,"describer: falling guy
",C,C
115,"describer: straight arms west
",D,A
116,"describer: woman praying at the mountain
",B,I
117,"describer: yoga guy
",I,C
118,"describer: last lady you picked as praying
describer: i keep calling her the dancing one
describer: keep
describer: diamond head
describer: arms east
describer: triangle between the legs
",G,C
119,"describer: straight facing east
",J,D
120,"describer: diamond head arms east, praying or accepting gifts or something
",K,C
121,"describer: falling guy
",C,C
122,"describer: one we keep getting wrong dancing lady
describer: triangle in the legs white one
",G,C
123,"describer: sitting guy
matcher: triangle in the legs threw me
",F,F
124,"describer: i suck at this , crooked tie
",H,G
125,"describer: lady praying mountain
",B,E
126,"describer: bow
matcher: just need to say triangle leg from now on
",E,D
127,"describer: sad guy
",A,A
128,"describer: straight facing east
",J,D
129,"describer: yoga
describer: yoga
",I,G
130,"describer: arms east triangle head, straight is back, look like a road arrow on his legs
",L,D
131,"matcher: i got that guy as squatting
describer: straight west
",D,F
