user_message,label,model_choice
"describer: the flyer
",I,A
"describer: blocky kneeling knees pointing to the right
",H,A
"describer: upside down bird
",J,A
"describer: stander with arms pointing to the left
",D,A
"describer: the mouse
",B,A
"describer: ugly bunny
",G,A
"describer: bent knees arms to the right
",L,A
"describer: person sitting feet to the left
",F,A
"describer: the kicker
",A,A
"describer: ugly bunny
",G,A
"describer: arms spread wide
",C,A
"describer: the flyer
",I,A
"describer: stander with arms out to the left
",D,A
"describer: the mouse
",B,A
"matcher: final stretch, man.
matcher: good cooperating with ya!
describer: kneeling with toes pointed up. so close...good job to you too
",K,A
"describer: blocky kneeling knees pointed right
describer: no arms
",H,I
"describer: upside down bird
",J,A
"describer: sitting bunny
",E,A
"matcher: hi
describer: hello
matcher: let's make some money eh?
describer: ok
describer: the image kind of look like they are praying
matcher: that could be 3 of them, which way they face?
describer: they face to the right.
matcher: tail in the back or no tail?
describer: no tail
",L,A
"describer: ththe tail is really far out on this image
",G,A
"matcher: nice work, that was much quicker
describer: yes :)
describer: this time it's the one with the tail
",K,I
"describer: this figure looks like it's wearing a cape
matcher: does it look like it's facing out to me
describer: it's looks like a black ghost
describer: yes
",H,A
"describer: this is one is facing you and is pointing to the left
matcher: looks like it's holding a top hat to the left
describer: yes that one
",D,A
"describer: this one is facing you and it looks like it's standing on one leg
matcher: side kick?
describer: and it has its arms out
describer: yes
",I,A
"matcher: yeah, just call that one sidekick
describer: this is one looks like it is sitting down, and their head is looking down.
matcher: rabbit ears?
describer: yes
",E,G
"matcher: there's your name for that too
describer: there's a guy who is sitting down with his legs angle up in front of him
describer: he has a block head
",F,I
"describer: the figure is sitting down with their head up and triangle arms pointing out. they have a triangle hat.
describer: they're kind of looking up with a square head
describer: and their feet in front of them.
matcher: looks like a girl in a pony tail in a kimono facing left
describer: yes
",B,A
"describer: this one is facing you. they are pointing right. but there bottom is flat on the ground.
",J,A
"matcher: not sure what happened there...i clicked on one, and another lit up
describer: we'll get this one :)
describer: this one is doing a weird dance.
",A,A
"describer: this one looks like it's flying. it looks like it's coming off the page a bit. it's drawn at an angle
",C,C
"describer: this one is pointing to the left and it's bottom is flat on the ground
",D,A
"matcher: same thing just happened
matcher: like my selection box has a mind of its own
describer: it's okay. it's the one with the cape again.
describer: it's facing you
matcher: it's jagged on the right, correct, flat under the head
describer: it has no arms and looks like it's floating.
",H,A
"describer: it's the last one you chose
matcher: oops
describer: flat on the side and jagged on the right
",J,I
"describer: this one has a tail pointing up and arms pointing right. it looks like it's facing you.
",K,A
"describer: this is is praying with it's arms out and is sitting down with it's head titled up. has a triangle headwrap
",B,A
"describer: this guy is sitting down with his legs out and is looking up and facing the left.
",F,A
"describer: this one is flying and is drawn at an angle.
",C,A
"describer: this one is facing you and it' bending with it's arms facing the right.
",L,A
"describer: this one is doing a sidekick
",I,A
"describer: this one has a head that is about to fall off and looks like he is standing on one leg. his hands are pointing down
",A,A
"describer: this one has the bunny ears
",E,A
"describer: this one has the tail way out in front of them. the arm is pointing down
",G,A
"describer: head is about to fall off and is standing on one leg with their hand pointing down
",A,A
"describer: this one is facing you. it has no hands
",H,A
"describer: this one is pointing to the right. it does not have a tail.
",L,A
"describer: this one is flat on one side and rigid on the other.
",J,A
"describer: this one is praying with their arms to the left and a triangle headpiece
",B,A
"describer: this one has the bunny ears
",E,A
"describer: this one is pointing to the right and has a tail
",K,A
"describer: this one is on the ground facing the left and is looking up
",F,A
"describer: this one is drawn at an angle
",C,A
"describer: this one looks like it's holding a top hat
",D,A
"describer: one of the leg is all the way out and is bigger than the other
",G,A
"describer: the one doing the sidekick
",I,A
"matcher: good rhythm now
describer: rabbit ears
",E,I
"describer: the one facing you
",H,A
"describer: triangle headwrap
",B,A
"describer: sitting down with legs out, looking up, facing the left
",F,A
"describer: hi
matcher: hi
describer: the shape looks like someone is holding a tray, the tray is to their right.
",D,A
"describer: this shape has a straight angle looks like a square or rectangle on one side
describer: only one like it
",J,I
"describer: this shape is standing straight, both shoulders are at a downward slope, no arms outstretched
",H,A
"describer: this shape is holding a tray, tray is on my right. there are two similar figures this one does not look like a zig zag at the bottom.
",K,I
"matcher: got to be faster. i have 22 min left on this hit
describer: this figure is leaning towards my left. one foot is planted the other is up so the legs form an upside down 'left' shape.
",I,A
"describer: looks like someone has arms outstretched
",C,C
"matcher: that is angel
describer: holding tray on my right
describer: i'm doing the best i can
describer: zig zag shape
",L,A
"describer: figure kneeling arms out sleeves look like triangles
",B,A
"matcher: well done
describer: kicking leg up head looks like beak
",A,I
"describer: upper body at angle, leg on my left is resting on floor
matcher: last was back kick
describer: ok
matcher: more info needed
describer: leg on my left looks like shin is on floor
",G,A
"describer: resting against something on my right
describer: sitting
",F,I
"describer: sitting resting on my left
",E,A
"describer: kneeling with arms out
describer: repeat
",B,K
"matcher: sorry
matcher: sorry
describer: my left is straight angle like square, another one we did before
describer: before
describer: shoulder is 90 degree
",J,A
"describer: straight figure shoulders downwards angle
",H,A
"describer: leaning sitting on my right
",F,A
"describer: back kick
",I,A
"describer: holding tray on my left
",D,A
"describer: beak head
",A,A
"describer: angel
matcher: my bad
",C,A
"describer: tray on my right zig zag
",L,A
"describer: tray on my right not zig zag
describer: zag
",K,I
"describer: sitting leaning my left
",E,A
"describer: leg laying on floor
describer: shin down
",G,A
"describer: angel
",C,A
"describer: beak head
",A,A
"describer: zig zag
",L,A
"describer: not zig zag
describer: zag
",K,I
"describer: leaning on my right
",F,A
"describer: leaning on left
",E,A
"describer: back kick
",I,A
"describer: tray on my left
",D,A
"describer: shoulders down
",H,A
"describer: left side straight angle
",J,A
"describer: shin down
",G,A
"describer: kneeling arms out
",B,A
"describer: left straight angle
",J,A
"describer: angel
",C,A
"describer: left tray
",D,A
"describer: shin down
",G,A
"describer: zig zag
",L,A
"describer: beak head
",A,A
"describer: back kick
",I,A
"describer: leaning right
",F,A
"describer: leaning left
",E,A
"describer: not zig zag
",K,A
"matcher: fuck
describer: arms out kneeling
",B,A
"describer: shoulders down
",H,A
"describer: leaning left
",E,A
"describer: back kick
",I,A
"describer: not zig zag
",K,A
"describer: shoulders down
",H,A
"describer: left tray
",D,A
"describer: beak
",A,A
"describer: shin down
",G,A
"describer: leaning right
",F,A
"describer: zig zag
",L,A
"describer: kneeling
describer: arms out
",B,G
"describer: left straight angle
",J,A
"describer: angel
",C,A
"describer: kneeling
",B,A
"describer: left straight
matcher: i suck
",J,A
"describer: no worries
describer: beak
",A,I
"describer: angel
",C,A
"describer: zig zag
",L,A
"describer: tray left
",D,A
"describer: leaning left
",E,A
"describer: shin down
",G,A
"describer: shoulders down
",H,A
"describer: back kick
",I,A
"describer: leaning right
",F,A
"describer: not zig zag
",K,A
"describer: it looks like a person holding up two arms
",C,A
"describer: this one looks squared off with a square at the top
",J,A
"describer: it is wider at the bottom and looks like a square tipping of a cliff and a triangle hanging off
",B,A
"describer: it looks like a person kneeling on one knee to propose
",G,A
"describer: it looks like someone kneeling
",H,A
"matcher: hey, why don't we name them
describer: ok
describer: this one looks like it's begging for money
describer: how would we go about naming them
describer: *how
matcher: i think maybe describe each one's position fully once and name it like 'beggar' or 'bunny ears'
matcher: then each round we could go pretty quick
describer: we can try that
matcher: okay! i see: one that looks like one foot standing on the ground and one foot kicking back, that could be 'kick back'
matcher: one looks like sitting leaning against a wall looking down, that could be 'sad man'
matcher: one with two arms up could be 'arms up'
matcher: one sitting against a wall with triangles on the head can be 'bunny ears'
matcher: one kind of looks like a bundled baby to me? like a blob with the head on top, i think you said it was kneeling
describer: oh yeah i see that now too.
matcher: one standing with one foot on the ground and one kicking out in front could be 'front kick'
describer: ok
matcher: one kneeling that looks like it is looking at its hands with a triangle at its back like a hood? facing right - that could be 'praying monk'
describer: ok i think i know which one you mean
matcher: cool
matcher: one standing facing left with hands out could be the beggar
matcher: one is sort of crouching, not kneeling all the way, facing right with hands out, can be 'crouching'
describer: he is the one we need this round
matcher: okay i'll click him now
",L,A
"matcher: nice
describer: bunny ears is next
",E,A
"describer: now kick back
",I,A
"describer: sad man
",F,A
"describer: this is one that looks like he is begging but we didn't name him yet facing to the right
matcher: kneeling?
describer: yeah
",K,K
"matcher: that last one can be kneeling beggar
describer: ok
describer: beggar
",D,B
"describer: front kick
",A,A
"describer: beggar again
",D,A
"describer: praying monk
",B,A
"describer: baby
",H,A
"describer: we didn't name this one but it's squared of on the left and has a diamond on top
",J,A
"matcher: that can be diamond top
describer: k
describer: sad man
",F,I
"describer: crouching
",L,A
"describer: bunny ears
",E,A
"describer: kneeling beggar
",K,A
"describer: front kick
",A,A
"describer: arms up
",C,A
"describer: this is the last one we didn't name
describer: kinda looks like he is on one knee
matcher: with arms out front and head back?
describer: yeah
",G,A
"matcher: that one can be arms out
describer: k
describer: kick back
",I,I
"describer: diamond top
",J,A
"describer: kick back
",I,A
"describer: praying monk
",B,A
"describer: kneeling beggar
",K,A
"describer: kick front
",A,A
"describer: arms out
",G,A
"describer: bunny ears
",E,A
"describer: crouching
",L,A
"describer: beggar
",D,A
"describer: arms up
",C,A
"describer: sad man
",F,A
"describer: baby
",H,A
"describer: kick back
",I,A
"describer: crouching
",L,A
"describer: beggar
",D,A
"describer: bunny ears
",E,A
"describer: arms up
",C,A
"describer: front kick
",A,A
"describer: praying monk
",B,A
"describer: diamond top
",J,A
"describer: kneeling beggar
",K,A
"describer: arms out
",G,A
"describer: sad man
",F,A
"describer: baby
",H,A
"describer: crouching
",L,A
"describer: diamond top
",J,A
"describer: kick back
",I,A
"describer: baby
",H,A
"describer: front kick
",A,A
"describer: beggar
",D,A
"describer: arms up
",C,A
"describer: arms out
",G,A
"describer: bunny ears
",E,A
"describer: sad man
",F,A
"describer: kneeling beggar
",K,A
"describer: praying monk
",B,A
"describer: diamond top
",J,A
"describer: bunny ears
",E,A
"describer: beggar
",D,A
"describer: baby
",H,A
"describer: kneeling
describer: beggar
describer: sorry
",K,I
"matcher: :)
describer: arms out
",G,A
"describer: arms up
",C,A
"describer: praying monk
",B,A
"describer: sad man
",F,A
"describer: front kick
",A,A
"describer: crouching
",L,A
"matcher: last one! :)
describer: kick back :-)
",I,K
"matcher: hello
describer: squatting and facing right
",L,A
"describer: a bunny rabbit with triangle ears
",E,A
"describer: a priest facing left holding a tablet
",D,A
"describer: sitting facing left with knees up
",F,A
"describer: standing on one foot, facing left, raised leg extended
",I,A
"describer: sitting on knees (japanese style), facing right -but not squatting - you don't see the lower legs or any arms
",H,K
"describer: sort of like an angel kneeling, facing right, with a triangle in her teeth
",B,A
"describer: a ghost flying to the left with arms outstretched
",C,A
"describer: kneeling, facing right, back very straight, holding a book or tablet
describer: book, not book
describer: you can ask questions, too
",K,F
"describer: head on a pedestal - straight left side, sculpted right side
matcher: there's so many rounds, i'm just going to go for what looks closest.
describer: ok
",J,I
"describer: shovelling show, facing left
",G,A
"describer: a bear walking to the left, but looking behind him (one leg raised toward the left)
",A,A
"describer: the same as last time - bear
matcher: so i know bear and ghost (flying)) if that helps
",A,A
"describer: yoga - standing on one foot, facing left, raised leg extended
",I,A
"matcher: okay so that's yoga
describer: sitting, facing left, knees bent
",F,A
"describer: 'kneeling presenter' - kneeling, facing right, way down on knees, head up, holding a tablet or something
describer: tablet, not table
",K,I
"describer: angel -  sort of like an angel kneeling, facing right, with a triangle in her teeth
",B,A
"describer: bunny - with triangle ears
",E,A
"describer: ghost
",C,A
"describer: japanese - sitting, facing sort of forward/right, no arms, no lower legs
",H,A
"describer: i called this shovelling snow last time - faces right, arm like they're pushing a shovel - sort of behind them, with a bunch of stuff lower right
describer: i mean lower left...
",G,K
"describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
",D,A
"describer: squatting - squatting, facing right, presenting a tablet
",L,A
"describer: head on a pedestal - straight left side, angled right side - no arms
",J,A
"matcher: call that vampire, i'll get it
describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
describer: no - squatting!!!!
describer: squatting - squatting, facing right, presenting a tablet
",L,F
"describer: bunny - sorry about that last one
matcher: its okay
",E,I
"describer: 'kneeling presenter' - kneeling, facing right, way down on knees, head up, holding a tablet or something
",K,A
"describer: head on a pedestal - straight left side, angled right side - no arms
",J,A
"matcher: just call that vampire
describer: yoga - standing on one foot, facing left, raised leg extended
",I,A
"describer: angel -  sort of like an angel kneeling, facing right, with a triangle in her teeth
",B,A
"describer: ghost
",C,A
"describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
",D,A
"describer: japanese - sitting, facing sort of forward/right, no arms, no lower legs
",H,A
"describer: bear
",A,A
"describer: sitting, legs bent, facing left
",F,A
"describer: shovelling snow
",G,A
"describer: yoga
",I,A
"describer: shovelling snow
",G,A
"describer: bunny
",E,A
"describer: sitting, legs bent, facing left
",F,A
"describer: bear
",A,A
"describer: japanese - sitting, facing sort of forward/right, no arms, no lower legs
",H,A
"describer: 'kneeling presenter' - kneeling, facing right, way down on knees, head up, holding a tablet or something
",K,A
"describer: head on a pedestal - straight left side, angled right side - no arms
",J,A
"describer: angel
",B,A
"describer: squatting - squatting, facing right, presenting a tablet
",L,A
"describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
",D,A
"describer: ghost
",C,A
"describer: yoga
",I,A
"describer: bear
",A,A
"describer: japanese - sitting, facing sort of forward/right, no arms, no lower legs
",H,A
"describer: head on a pedestal - straight left side, angled right side - no arms
",J,A
"describer: angel
",B,A
"describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
",D,A
"describer: sitting, legs bent, facing left
",F,A
"describer: squatting - squatting, facing right, presenting a tablet
",L,A
"describer: shovelling snow
",G,A
"describer: ghost
",C,A
"describer: 'kneeling presenter' - kneeling, facing right, way down on knees, head up, holding a tablet or something
",K,A
"describer: bunny
",E,A
"describer: ghost
",C,A
"describer: bear
",A,A
"describer: sitting, legs bent, facing left
",F,A
"describer: 'kneeling presenter' - kneeling, facing right, way down on knees, head up, holding a tablet or something
",K,A
"describer: angel
",B,A
"describer: squatting - squatting, facing right, presenting a tablet
",L,A
"describer: head on a pedestal
",J,A
"describer: priest - a priest, facing left, wearing robes, presenting a tablet or something
",D,A
"describer: yoga
",I,A
"describer: bunny
",E,A
"describer: japanese
",H,A
"describer: shovelling snow - thanks! you're the best!
matcher: good work :)
",G,A
"describer: cayman facing right with diamond on his head.
",K,A
"describer: facing left with leg raised in front of himself.
",A,A
"matcher: hello
",E,A
"matcher: any clues?
",L,A
"matcher: hello?
",J,A
"matcher: some help would be great!
",G,A
"matcher: what does it look like?
",D,A
"matcher: any information you'd like to share?
",C,I
"matcher: what does the shape look like?
",B,A
"matcher: is is the person that appears to be kneeling in prayer?
",A,A
"matcher: let's try to do well
",K,A
"matcher: hello?
",F,A
"matcher: hello?
",H,A
"matcher: hello?
",I,A
"matcher: hello?
",L,A
"matcher: right you there?
",B,A
"matcher: i really want to do well
",C,A
"matcher: please participate
",H,A
"matcher: please participate
",A,A
"matcher: please participate
",J,A
"matcher: hi
matcher: ready when you are
matcher: been waiting for 20 minutes now...
matcher: now waiting 25 minutes, no one else here
matcher: will wait 5 more minutes then submit with my id, thank you
matcher: ok over 30 minutes now
matcher: i tried to submit with my mturk id but that wont work
",L,A
"describer: pick the one that looks like a person on one leg
",I,A
"describer: pick the one that has a diamond on top and a square-type shape on the left
",D,I
"describer: the one that is sitting down, diamond head
",F,F
"describer: the one that has a square in the top right, looks like its balancing on one foot
",A,A
"describer: the one that has a diamond at top, and big blob, and points in the bottom right
",H,K
"describer: a diamond on top, a straight line on the left
",J,A
"describer: square on top left, 2 points on the right
",G,A
"describer: the one that looks like it has bunny ears
",E,K
"describer: a person who has both arms in the air
",C,A
"describer: a person squatting with his hand out
describer: on the right
",L,G
"describer: 2 diamonds, 3 triangles,
describer: 2 triangles point right
",K,I
"describer: a square on top, a triangle to the bottom right of it, a blob on the bottom
",B,A
"describer: a standing person with a diamond head and his arm out
describer: hand outward to our left
",D,I
"describer: one square, one triangle facing upper left, one triangle facing down
",G,A
"describer: a diamond on top, straight line on left
",J,A
"describer: this one looks like a figure skater with both arms pointing to our left
describer: standing on one leg
",I,A
"describer: this looks like a person squatting down, so 2 points on the right, looks like a bent knee
",L,A
"describer: person with both arms out in the air
",C,A
"describer: looks like a dinosaur with a flag
describer: on one foot
describer: square upper right
",A,A
"describer: bunny ears
",E,A
"describer: diamond on top, blob, looks like a persons body if theyre sitting down
describer: 2 vertical lines
describer: goes to the right at the bottom
",H,I
"describer: looks like a diamond on top, diamond beneath it, 2 points on the right
describer: looks like 2 diamonds and 3 triangles overlapping
",K,A
"describer: square on top, triangle touching it to the bottom right of it
describer: blob
",B,I
"describer: looks like a person sitting on the floor looking down
describer: bent knee
",F,F
"matcher: my bad on that one
describer: triangle, blob that looks like a person
describer: like a portrait
describer: goes to the right at the bottom
",H,F
"describer: this looks like a person sitting down on a chair
describer: triangle points right
describer: knees bent to the right
",L,G
"describer: bunny ears
",E,A
"describer: diamond on top, straight line on left
",J,A
"describer: person sat on the floor, looking down, knees bent, knee faces up
",F,A
"describer: the square on the top tilts right, triangle touches it to the right
describer: blob on bottom
",B,K
"describer: square tilts left, one triangle points to it, one triangle points to the bottom
describer: flat bottom
",G,I
"describer: person with hands in the air
",C,A
"describer: diamond head, person standing, their arm out to the left
describer: square under arm
",D,I
"describer: figure skater, both arms to the left
describer: one leg
",I,I
"describer: 2 diamonds on top of each other, 3 triangles overlap
",K,A
"describer: dinosaur with a flag. square upper right.  one leg
",A,A
"describer: looks like a person standing, diamond head, left arm
",D,A
"matcher: that one makes me think of a magician holding a top hat
describer: square tilts right, triangle on right touches it, blob on bottom
describer: oh yeah it does
",B,A
"describer: person squatting down onto chair, arm out on right
describer: knee bent towards right
matcher: triangle out of back or no?
describer: no
",L,A
"describer: dinosaur with flag on one leg
",A,A
"describer: square upper left tilts left
describer: bottom right triangle faces down
describer: flat on bottom left
",G,A
"describer: the figure skater, one leg, 2 arms on left
",I,A
"describer: bunny ears
",E,A
"describer: diamond on top, straight line on left
",J,A
"describer: this is the one that i think looks like a person posing for portrait.  diamond on top, goes to the right at the bottom
",H,I
"describer: 2 diamonds stacked, 3 triangles, overlapping
",K,A
"describer: person with both arms in air
",C,A
"describer: person sitting on the ground looking down
describer: knee bent towards ceiling
",F,F
"describer: the magician with/ top hat
",D,A
"describer: bunny ears
",E,A
"describer: square tilts left, 2 triangles, flat on bottom left
",G,A
"describer: diamond on top, straight line on left
",J,A
"describer: portrait person, diamond on top, goes to the right at the bottom
",H,A
"describer: person with both arms waving in air
",C,A
"describer: square tilts right, 2 triangles point towards it
describer: triangle in bottom left corner
",B,I
"describer: person sat on ground looking down knee bent towards ceiling
",F,A
"describer: person squatting down, arm and knee point right
matcher: diamond on back?
describer: no
",L,I
"describer: dinosaur with flag, one leg, square top right
",A,A
"describer: 2 diamonds stacked, 3 triangles overlap
",K,A
"describer: figure skater, 2 arms left, standing on one leg
",I,A
"describer: portrait person, diamond on top, goes to right at bottom
",H,A
"describer: diamond on top, straight line on left
",J,A
"describer: 2 diamonds stacked, 3 triangles overlap
",K,A
"describer: person squatting down, arm and knee to the right, straight back
",L,A
"describer: person sat on ground, head down, knee bent towards ceiling
",F,A
"describer: person with both arms in the air
",C,A
"describer: dinosaur with flag, one leg, square upper right
",A,A
"describer: square tilts left, 2 triangles on right, flat on bottom left
",G,A
"describer: square tilts right, 2 triangles point towards it, triangle on the bottom left
",B,A
"describer: figure skater, 2 arms left, on one leg
",I,A
"describer: bunny ears
",E,A
"describer: the magician
",D,A
"matcher: hi
describer: looks sad with his head down kicking rocks
describer: hello :)
",A,I
"describer: standing straight and sideways facing east
describer: east
",J,I
"describer: woman kneeling and praying
",K,A
"describer: dancing a high energy dance kneeling with her arms in the air
",G,A
"describer: man who has an arrow like bottom facing east
describer: has not as
",L,I
"describer: the last one you just picked
",I,K
"describer: a person standing straight is with a triangle facing east maybe kneeling
matcher: is the head shaped like a diamond in the middle of a horizontal line?
describer: yes the head is a diamond sitting on a triangle look ghostly
describer: ghostly
",H,A
"describer: woman praying in front of a mountain
",B,A
"describer: looks like a man falling backwards diamond head arms sprawled out
",C,A
"describer: a woman with big bow like thing on her head sitting
",E,G
"describer: person standing straight facing west
describer: with arms out
",D,I
"describer: man sitting facing west
",F,A
"describer: woman praying by the mountain
",B,A
"describer: woman with the bow
",E,A
"describer: lady with diamond head arms facing east kneeling sort of
describer: one i said was dancing last time
",G,I
"describer: falling guy again diamond head
",C,A
"describer: the diamond head person who looks like they are squatting one i called arrow bottom
",L,K
"describer: dude that looks like doing yoga with legs in an upside left position
describer: diamond head arms facing west
",I,A
"describer: sad guy
",A,A
"describer: kneeling lady one you picked the last time as the squatting
describer: arms facing east
",K,G
"describer: guy that is sitting facing west
",F,A
"describer: man whose standing straight arms facing west
",D,A
"describer: the diamond head blob one, the diamond is sitting on top of a triangle, which is on top of square, then a tail is shape
",H,A
"matcher: that looked like a crooked tie
describer: there ya go good name for that sorry couldnt explain it
describer: man facing east standing straight
",J,I
"describer: one i said was squatting diamond head arms facing east
",L,K
"describer: sad guy
",A,A
"describer: falling guy
",C,A
"describer: woman with bow
",E,A
"describer: man straight arms are west
",D,A
"describer: lady with diamond head, arms west, in a crouch like position called her dancing before
",G,A
"describer: woman kneeling arms east
describer: diamond head
",K,K
"describer: crooked tie
",H,A
"describer: straight man facing east
",J,A
"describer: sitting guy
",F,A
"describer: guy doing yoga
",I,A
"describer: praying mountain
",B,A
"describer: sad guy
",A,A
"describer: man who is arms facing east diamond head kneeling/squatting straight back
",L,A
"matcher: my bad
describer: sorry bow lady
",E,A
"describer: sitting guy
",F,A
"describer: crooked tie
",H,A
"describer: falling guy
",C,A
"describer: straight arms west
",D,A
"describer: woman praying at the mountain
",B,A
"describer: yoga guy
",I,A
"describer: last lady you picked as praying
describer: i keep calling her the dancing one
describer: keep
describer: diamond head
describer: arms east
describer: triangle between the legs
",G,A
"describer: straight facing east
",J,A
"describer: diamond head arms east, praying or accepting gifts or something
",K,A
"describer: falling guy
",C,A
"describer: one we keep getting wrong dancing lady
describer: triangle in the legs white one
",G,A
"describer: sitting guy
matcher: triangle in the legs threw me
",F,A
"describer: i suck at this , crooked tie
",H,A
"describer: lady praying mountain
",B,A
"describer: bow
matcher: just need to say triangle leg from now on
",E,A
"describer: sad guy
",A,A
"describer: straight facing east
",J,A
"describer: yoga
describer: yoga
",I,I
"describer: arms east triangle head, straight is back, look like a road arrow on his legs
",L,A
"matcher: i got that guy as squatting
describer: straight west
",D,A
"describer: okay gotcha
describer: woman getting gifts
",K,I
"describer: dude straight facing east
",J,A
"describer: gift lady
",K,A
"describer: yoga
",I,A
"describer: sad
",A,A
"describer: falling
",C,A
"describer: mountain praying
",B,A
"describer: sitting guy
",F,A
"describer: triangle leg
",G,A
"describer: bow
",E,A
"describer: squatting
",L,A
"describer: facing east
",D,A
"describer: sorry crooked tie
",H,A
"describer: ghost like
describer: hands up
matcher: is it leaning?
describer: yes
",C,C
"describer: sitting down with one leg forward
describer: leg is on the left side
matcher: foot visible?
describer: yes. back is parallel to the right side of the box
",F,I
"describer: looks like praying
describer: arm on the right side of the box
matcher: legs standing knees bent?
describer: yes
",L,A
"describer: head is on lest side and two hands in the air
describer: kind of a horse
describer: with two legs in air
",G,A
"describer: head is a square attached to a triangle
",B,A
"describer: kind of praying but one leg pointing up
describer: square head
",K,G
"describer: a hat thats point is pointing left
matcher: right angle triangle on ground?
describer: no
describer: square head
describer: back is straight
describer: not sitting down
",D,A
"describer: falling down
",I,A
"describer: sitting down looking down square head
",E,A
"describer: head tipping off horse like
describer: off
describer: one leg in the air
matcher: repeat?
matcher: facing left or right?
matcher: hello?
",A,A
"matcher: hello
",J,A
"matcher: is it one that looks like a seated woman back to the left, bow in hair?
",H,A
"matcher: any help would be appreciated.
",K,A
"describer: triangle head
describer: one shoulder pointing towards right
matcher: body shape?
describer: one triangle leg
describer: both on right side
",J,A
"describer: very plain figure
matcher: solid straight up?
",H,A
"describer: hat pointing left
describer: it was previously there
describer: triangle head
matcher: one arm to left?
describer: yes
",D,A
"describer: head with triangle attached
",B,A
"describer: praying with bent legs
",L,A
"describer: one leg in the air
describer: two arms on left
describer: exercise position
",I,A
"describer: sitting
describer: one leg on left
describer: back on right
",F,F
"describer: horse like
",G,A
"describer: flower head
",E,A
"describer: ghost
describer: flying
",C,C
"describer: head tipping off
describer: one leg in air left side
",A,G
"describer: exercise
",I,A
"describer: head with triangle attached
",B,A
"describer: ghost
",C,A
"describer: pray
",L,A
"describer: pray with one leg folded
",K,A
"describer: flower head
",E,A
"describer: very plain
describer: plain
",H,I
"describer: sitting
describer: sitting
",F,F
"describer: hat
describer: left
",D,I
"describer: shoulder and leg on right side
",J,A
"describer: head tipping right
describer: gorilla
",A,G
"describer: one leg in air lest horse
describer: horse
describer: horse
",G,I
"describer: plain with two triangles
describer: right side
describer: shoulder on right side
describer: pointing out
",J,A
"describer: flower
",E,A
"describer: praying bent leg
describer: left side
",K,G
"describer: horse
",G,A
"describer: head with triangle
",B,A
"describer: ghost
",C,A
"describer: gorilla
",A,A
"describer: exercise
",I,A
"describer: plain
",H,A
"describer: hat
",D,A
"describer: sitting
",F,A
"describer: sit praying
describer: bent
",L,F
"describer: sitting
",F,A
"describer: praying with bent
describer: legs
matcher: no leg left side?
describer: yes
",L,I
"describer: horse
",G,A
"describer: hat
",D,A
"describer: plane
",H,A
"describer: shoulder
",J,A
"describer: ghost
",C,A
"describer: gorilla
",A,A
"describer: flower
",E,A
"describer: praying leg left
",K,A
